school_name,name,left_over_total,offered_reimbursable,leftover_rate
HERNDON HS,Orange Sauce (ounce),13,105,12.380952380952381
HERNDON HS,Chana Masala (1/2 cup),3,25,12.0
HERNDON HS,Kettle Cooked Smoky BBQ Chips (Each),29,242,11.983471074380166
HERNDON HS,Sweet Thai Chili Chicken Wings (3 Wings),73,637,11.459968602825747
HERNDON HS,Vegan Burger (Sandwich),7,66,10.606060606060606
HERNDON HS,Doritos RF Nacho Cheese (Each),3,30,10.0
HERNDON HS,"Salsa, Mild Canned (2 Tablespoons)",5,50,10.0
HERNDON HS,Strawberry Parfait (Parfait),3,33,9.090909090909092
HERNDON HS,Doritos RF Spicy Sweet Chili (Each),8,89,8.98876404494382
HERNDON HS,Vegetable Dumpling (6 dumplings),4,46,8.695652173913043
HERNDON HS,RF Kettle Chips Sea Salt & Vinegar Chips (Each),14,174,8.045977011494253
HERNDON HS,Turkey Pepperoni Pizza (Slice),68,852,7.981220657276995
HERNDON HS,Chilled Mandarin Oranges (1/2 cup (drained)),130,1650,7.878787878787878
HERNDON HS,Ketchup Packet (Packet),2214,29500,7.505084745762712
HERNDON HS,SS Baked Cheetos Flaming Hot (Each),6,80,7.5
HERNDON HS,Mustard Packet (Packet),1052,14600,7.205479452054794
HERNDON HS,Red Delicious Apple (Each - serving),128,1808,7.079646017699115
HERNDON HS,Strawberry Parfait Power Pack (Power Pack),15,221,6.787330316742081
HERNDON HS,Fish  Sandwich (Sandwich),39,602,6.4784053156146175
HERNDON HS,Bottled Water (Bottle),47,747,6.291834002677376
HERNDON HS,Ranch Dressing (1 ounce),107,1725,6.202898550724638
HERNDON HS,PB&J Power Pack (Power Packs),101,1663,6.073361395069153
HERNDON HS,Sour Cream (2 Tablespoons),19,315,6.031746031746032
HERNDON HS,Orange Chicken (4 Bites w/ 1oz sauce),20,336,5.952380952380952
HERNDON HS,Sweet Thai Chili Sauce (ounce),20,345,5.797101449275362
HERNDON HS,Manager's Vegetable Choice (1/4 cup),134,2405,5.5717255717255725
HERNDON HS,Mayonnaise Packet (Packet),1018,18700,5.443850267379679
HERNDON HS,Cherry Tomatoes (1/4 cup),15,280,5.357142857142857
HERNDON HS,Roasted Plantains (6 Slices),25,500,5.0
HERNDON HS,Cheeseburger (Sandwich),24,514,4.669260700389105
HERNDON HS,Chicken & Vegetable Dumplings (6 dumplings),9,193,4.66321243523316
HERNDON HS,Alfredo & Basil Lasagna (Each),9,213,4.225352112676056
HERNDON HS,"Salsa, Mild Canned (1.5 oz)",13,310,4.193548387096775
HERNDON HS,Pasta with Meat Sauce (serving),8,210,3.8095238095238098
HERNDON HS,"Peppers, red, pre-sliced (1/2 cup sliced)",5,145,3.4482758620689653
HERNDON HS,Baby Carrots (3 baby carrots per 1/4 cup),12,350,3.428571428571429
HERNDON HS,Asian Meatball Sub (sandwich),2,60,3.3333333333333335
HERNDON HS,Triple Berry Parfait Power Pack (Power Pack),2,64,3.125
HERNDON HS,Chicken Masala Drumstick (Drumstick),3,100,3.0
HERNDON HS,Nachos with Turkey Barbacoa and Cheese Sauce (Serving),27,921,2.9315960912052117
HERNDON HS,Corn (1/4 cup (thawed)),11,405,2.7160493827160495
HERNDON HS,Nachos w/Shredded Chicken and Cheese Sauce (Serving Size),6,245,2.4489795918367347
HERNDON HS,Broccoli Florets (1/4 cup),8,341,2.346041055718475
HERNDON HS,Whole Wheat Dinner Roll (2 rolls),1,45,2.2222222222222223
HERNDON HS,Doritos Flamas (Each),8,381,2.099737532808399
HERNDON HS,RF Kettle Chips Jalapeno & Cheddar Chips (Each),8,406,1.9704433497536946
HERNDON HS,Cucumber Slices (1/4 cup),4,235,1.702127659574468
HERNDON HS,Cooked  Brown Rice (1 cup cooked),6,386,1.5544041450777202
HERNDON HS,Potato Wedges (7 pieces),15,1000,1.5
HERNDON HS,Chocolate Chip Cookie (Cookie),26,1774,1.4656144306651635
HERNDON HS,Lettuce Blend Salad Mix (1/2 cup),17,1620,1.0493827160493827
HERNDON HS,Chicken Quesadilla (quesadilla),2,372,0.5376344086021506
HERNDON HS,Banana (Each),10,2480,0.4032258064516129
HERNDON HS,"Frozen Berry, Triple Berry Blend (1/2 cup (thawed))",5,1500,0.33333333333333337
HERNDON HS,1% Unflavored Shelf-Stable Milk (Each),0,25,0.0
HERNDON HS,Apple Slices (3 slices per 1/4 cup),0,338,0.0
HERNDON HS,Applesauce (1/2 Cup),0,100,0.0
HERNDON HS,Breaded  Chicken Patty on a Bun (Sandwich),0,205,0.0
HERNDON HS,"Carrots, IW,   Super Snack (each)",0,25,0.0
HERNDON HS,Cheese Quesadilla (Quesadilla),0,110,0.0
HERNDON HS,Cheez-Its Crackers (Package),0,0,0.0
HERNDON HS,Cherry Vanilla Yogurt (Container),0,25,0.0
HERNDON HS,Chicken Alfredo Pasta (1 cup),0,125,0.0
HERNDON HS,Chicken Alfredo Pasta (heaping 1 cup ( #4 scoop)),0,85,0.0
HERNDON HS,Chickenless Bites (2 Bites),0,197,0.0
HERNDON HS,Chilled Mandarin Oranges (1/4 cup (drained)),0,300,0.0
HERNDON HS,Cool Ranch Reduced Fat Doritos (Each),0,5,0.0
HERNDON HS,Granola (1/4 cup),0,25,0.0
HERNDON HS,Hot Turkey & Cheese (sandwich),0,92,0.0
HERNDON HS,Nachos with Black Beans and Cheese Sauce (Serving),0,10,0.0
HERNDON HS,Nachos with Cheese Sauce (Serving),0,14,0.0
HERNDON HS,Orange Chickenless Bites (4 bites),0,0,0.0
HERNDON HS,"Peppers, green, pre-sliced (1/2 cup sliced)",0,40,0.0
HERNDON HS,"Quesadilla, Turkey Barbacoa and Cheese (Quesadilla)",0,125,0.0
HERNDON HS,Ranch Dressing Packet (Packet),0,25,0.0
HERNDON HS,Red Seedless Grapes (16 grapes per 1/2 cup),0,3525,0.0
HERNDON HS,Red Seedless Grapes (8 grapes per 1/4 cup),0,750,0.0
HERNDON HS,Roasted Plantains (3 Slices),0,120,0.0
HERNDON HS,Steamed Broccoli (1/2 cup),0,75,0.0
HERNDON HS,String Cheese (1 Stick),0,25,0.0
HERNDON HS,Tex Mex Corn (1/2 cup),0,180,0.0
Halley Elementary,Strawberry Chex Mix (Package),140,140,100.0
Halley Elementary,Fat Free White Milk (Each),266,516,51.55038759689923
Halley Elementary,Orange Tangerine Juice (Each),93,192,48.4375
Halley Elementary,Cheez-Its Crackers (Package),297,703,42.2475106685633
Halley Elementary,Italian Dressing (1 ounce),217,581,37.34939759036144
Halley Elementary,Apple Juice (Each),72,195,36.92307692307693
Halley Elementary,Bottled Water (Bottle),173,645,26.82170542635659
Halley Elementary,Cherry Vanilla Yogurt Power Pack (Power Packs),107,451,23.725055432372503
Halley Elementary,1% White Milk (Each),471,2067,22.786647314949203
Halley Elementary,Peach Yogurt Power Pack (Power Packs),91,427,21.311475409836063
Halley Elementary,PB&J Power Pack (Power Packs),256,1265,20.23715415019763
Halley Elementary,Strawberry & Banana Yogurt Power Pack (Power Packs),97,484,20.041322314049587
Halley Elementary,Orange Flavored Dried Cranberries (2 Eaches),6,30,20.0
Halley Elementary,Orange Flavored Dried Cranberries (Each),117,605,19.33884297520661
Halley Elementary,Cherry Flavored Dried Cranberries (Each),120,641,18.720748829953198
Halley Elementary,Mustard Packet (Packet),10,70,14.285714285714285
Halley Elementary,Baby Carrots (3 baby carrots per 1/4 cup),10,90,11.11111111111111
Halley Elementary,Cherry Tomatoes (1/4 cup),29,360,8.055555555555555
Halley Elementary,Doritos Wild White Nacho Flavored Tortilla Chips (Bag),24,344,6.976744186046512
Halley Elementary,Red Delicious Apple (Each - serving),63,923,6.825568797399784
Halley Elementary,Manager's Vegetable Choice (1/4 cup),114,1875,6.08
Halley Elementary,Baby Carrots (6 Baby Carrots per 1/2 cup),15,250,6.0
Halley Elementary,Ketchup Packet (Packet),12,225,5.333333333333334
Halley Elementary,Fat Free Chocolate Milk (Each),208,4030,5.161290322580645
Halley Elementary,Banana (Each),51,1298,3.9291217257318953
Halley Elementary,Mayonnaise Packet (Packet),1,65,1.5384615384615385
Halley Elementary,Whole Wheat Dinner Roll (Each),1,182,0.5494505494505495
Halley Elementary,Chickenless Bites (4 Bites),1,196,0.5102040816326531
Halley Elementary,Alfredo & Basil Lasagna (Each),0,130,0.0
Halley Elementary,Apple Slices (3 slices per 1/4 cup),0,1000,0.0
Halley Elementary,Applesauce (1/2 Cup),0,205,0.0
Halley Elementary,Arepa w/Taco Beef (1 Aprea + #8 scoop of beef),0,72,0.0
Halley Elementary,Asian Meatball Sub (sandwich),0,214,0.0
Halley Elementary,Asian Veggie Sub (sandwich),0,124,0.0
Halley Elementary,BBQ Chicken Drumstick (Drumstick),0,91,0.0
Halley Elementary,BBQ Vegan Burger (Sandwich),0,3,0.0
Halley Elementary,Baked Cheese Sticks (2 Cheese Sticks),0,95,0.0
Halley Elementary,Bean and Cheese Pupusa (Pupusa),0,65,0.0
Halley Elementary,Beef Meatball Sub Sandwich (Sandwich),0,219,0.0
Halley Elementary,Black Beans (1/2 Cup),0,113,0.0
Halley Elementary,Black Beans (1/4 Cup),0,300,0.0
Halley Elementary,Blueberry Bread (1 square),0,555,0.0
Halley Elementary,Broccoli Florets (1/4 cup),0,335,0.0
Halley Elementary,Chana Masala (1/2 cup),0,214,0.0
Halley Elementary,Cheese Pizza (Slice),0,955,0.0
Halley Elementary,Cheese Quesadilla (Quesadilla),0,143,0.0
Halley Elementary,Cheeseburger (Sandwich),0,174,0.0
Halley Elementary,Chicken & Vegetable Dumplings (6 dumplings),0,72,0.0
Halley Elementary,Chicken Masala Drumstick (Drumstick),0,201,0.0
Halley Elementary,Chicken Tenders (3 tenders),0,495,0.0
Halley Elementary,Chickpeas (1/4 cup),0,960,0.0
Halley Elementary,Chilled Mandarin Oranges (1/2 cup (drained)),0,273,0.0
Halley Elementary,Chilled Peaches (1/2 cup (drained)),0,180,0.0
Halley Elementary,Chocolate Chip Cookie (1/2 Cookie),0,854,0.0
Halley Elementary,Chocolate Chip Cookie (Cookie),0,822,0.0
Halley Elementary,Cooked  Brown Rice (1 cup cooked),0,262,0.0
Halley Elementary,Cooked  Brown Rice (1/2 cup cooked),0,397,0.0
Halley Elementary,Corn (1/2 cup (cooked)),0,52,0.0
Halley Elementary,Corn (1/4 cup (thawed)),0,210,0.0
Halley Elementary,Cucumber Slices (1/2 cup),0,51,0.0
Halley Elementary,Cucumber Slices (1/4 cup),0,520,0.0
Halley Elementary,Cucumber Slices (6 Slices per 1/2 cup),0,161,0.0
Halley Elementary,Fish Tacos (2 Tacos),0,63,0.0
Halley Elementary,Graham Crackers (Package),0,195,0.0
Halley Elementary,Grape Tomatoes (1/4 cup),0,120,0.0
Halley Elementary,Grilled Cheese Sandwich (Sandwich),0,56,0.0
Halley Elementary,Hot Turkey & Cheese (sandwich),0,26,0.0
Halley Elementary,IW Applesauce Cup (Each),0,219,0.0
Halley Elementary,Lettuce Blend Salad Mix (1 cup),0,213,0.0
Halley Elementary,Lettuce Blend Salad Mix (1/2 cup),0,2060,0.0
Halley Elementary,Mandarin Orange Parfait (Parfait),0,10,0.0
Halley Elementary,Mandarin Orange Pepper Fruit Salsa (1 TBSP),0,80,0.0
Halley Elementary,Marinara Sauce (1/2 cup),0,80,0.0
Halley Elementary,Nachos with Black Beans and Cheese Sauce (Serving),0,40,0.0
Halley Elementary,Nachos with Cheese Sauce (Serving),0,46,0.0
Halley Elementary,Nachos with Turkey Barbacoa and Cheese Sauce (Serving),0,77,0.0
Halley Elementary,Orange (1/4 cup),0,1460,0.0
Halley Elementary,Orange Chicken (4 Bites w/ 1oz sauce),0,162,0.0
Halley Elementary,Orange Chickenless Bites (4 bites),0,61,0.0
Halley Elementary,Orange Sauce (ounce),0,60,0.0
Halley Elementary,Orange Slices (3 slices per 1/4 cup),0,481,0.0
Halley Elementary,Orange Slices (6 Slices per 1/2 cup),0,79,0.0
Halley Elementary,"Penne Pasta with Marinara and Beef Meatballs (1/2 cup cooked pasta, 1/2c sauce, 5 meatballs)",0,10,0.0
Halley Elementary,"Penne Pasta with Marinara and Beef Meatballs (cup cooked pasta, 1/2c sauce, 5 meatballs)",0,115,0.0
Halley Elementary,"Peppers, red, pre-sliced (1/2 cup sliced)",0,168,0.0
Halley Elementary,Pineapple Pepper Fruit Salsa (1 TBSP),0,46,0.0
Halley Elementary,Potato Wedges (4 pieces),0,170,0.0
Halley Elementary,Potato Wedges (7 pieces),0,150,0.0
Halley Elementary,"Quesadilla, Turkey Barbacoa and Cheese (Quesadilla)",0,35,0.0
Halley Elementary,Ranch Dressing (1 ounce),0,1646,0.0
Halley Elementary,Red Seedless Grapes (8 grapes per 1/4 cup),0,420,0.0
Halley Elementary,Roasted Plantains (3 Slices),0,28,0.0
Halley Elementary,Roasted Plantains (6 Slices),0,156,0.0
Halley Elementary,"Salsa, Mild Canned (1.5 oz)",0,172,0.0
Halley Elementary,"Sauce, Spicy Mayo (tbsp)",0,60,0.0
Halley Elementary,Soft Pretzel (1 pretzel),0,272,0.0
Halley Elementary,Sour Cream (2 Tablespoons),0,55,0.0
Halley Elementary,Steamed Baby Carrots (1/2 cup),0,199,0.0
Halley Elementary,Steamed Broccoli (1/2 cup),0,210,0.0
Halley Elementary,Strawberry Parfait (Parfait),0,3,0.0
Halley Elementary,Tex Mex Corn (1/2 cup),0,194,0.0
Halley Elementary,Turkey Pepperoni Pizza (Slice),0,547,0.0
Halley Elementary,Vegan Burger (Sandwich),0,29,0.0
Halley Elementary,Whole Strawberries (1/2 cup thawed),0,330,0.0
Halley Elementary,Whole Wheat Dinner Roll (2 rolls),0,50,0.0
Haycock Elementary,Fat Free White Milk (Each),710,951,74.65825446898002
Haycock Elementary,1% White Milk (Each),822,1323,62.131519274376416
Haycock Elementary,Fat Free Chocolate Milk (Each),3407,6565,51.89642041127189
Haycock Elementary,Mayonnaise Packet (Packet),15,30,50.0
Haycock Elementary,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",68,136,50.0
Haycock Elementary,Mustard Packet (Packet),20,50,40.0
Haycock Elementary,Cherry Flavored Dried Cranberries (Each),21,118,17.796610169491526
Haycock Elementary,Black Beans (1/4 Cup),19,107,17.75700934579439
Haycock Elementary,Peach Yogurt Power Pack (Power Packs),6,35,17.142857142857142
Haycock Elementary,Cucumber Slices (1/4 cup),20,120,16.666666666666664
Haycock Elementary,Watermelon Flavored Dried Cranberries (Each),142,1385,10.252707581227437
Haycock Elementary,Baby Carrots (3 baby carrots per 1/4 cup),14,160,8.75
Haycock Elementary,Orange Slices (3 slices per 1/4 cup),13,157,8.280254777070063
Haycock Elementary,Chickpeas (1/4 cup),27,395,6.8354430379746836
Haycock Elementary,PB&J Power Pack (Power Packs),79,1165,6.7811158798283255
Haycock Elementary,Apple Slices (3 slices per 1/4 cup),25,380,6.578947368421052
Haycock Elementary,Italian Dressing (1 ounce),30,636,4.716981132075472
Haycock Elementary,Beef Meatball Sub Sandwich (Sandwich),12,270,4.444444444444445
Haycock Elementary,Banana (Each),19,642,2.959501557632399
Haycock Elementary,Ketchup Packet (Packet),10,350,2.857142857142857
Haycock Elementary,Strawberry Flavored Dried Cranberries (Each),15,572,2.6223776223776225
Haycock Elementary,Ranch Dressing (1 ounce),15,689,2.1770682148040637
Haycock Elementary,Corn (1/4 cup (thawed)),5,261,1.9157088122605364
Haycock Elementary,Strawberry Parfait Power Pack (Power Pack),7,568,1.232394366197183
Haycock Elementary,Manager's Vegetable Choice (1/4 cup),5,1805,0.2770083102493075
Haycock Elementary,Alfredo & Basil Lasagna (Each),0,90,0.0
Haycock Elementary,Apple Cinnamon Bread (Grain for entree) (1 square),0,86,0.0
Haycock Elementary,Asian Meatball Sub (sandwich),0,125,0.0
Haycock Elementary,Asian Veggie Sub (sandwich),0,90,0.0
Haycock Elementary,Baby Carrots (6 Baby Carrots per 1/2 cup),0,147,0.0
Haycock Elementary,Baked Cheese Sticks (2 Cheese Sticks),0,94,0.0
Haycock Elementary,Bean and Cheese Pupusa (Pupusa),0,25,0.0
Haycock Elementary,Beef Meatballs (Serving),0,177,0.0
Haycock Elementary,Black Beans - salad bar entree (1/2 cup),0,87,0.0
Haycock Elementary,Blueberry Bread (1 square),0,256,0.0
Haycock Elementary,Broccoli Florets (1/4 cup),0,322,0.0
Haycock Elementary,Chana Masala (1/2 cup),0,8,0.0
Haycock Elementary,Cheese Pizza (Slice),0,806,0.0
Haycock Elementary,Cheese Quesadilla (Quesadilla),0,78,0.0
Haycock Elementary,Cheeseburger (Sandwich),0,177,0.0
Haycock Elementary,Cherry Tomatoes (1/4 cup),0,214,0.0
Haycock Elementary,Chicken & Vegetable Dumplings (6 dumplings),0,55,0.0
Haycock Elementary,Chicken Tenders (3 tenders),0,716,0.0
Haycock Elementary,Chicken Tenders Sub (Sandwich),0,17,0.0
Haycock Elementary,"Chicken, Bites (4 Bites)",0,74,0.0
Haycock Elementary,Chickenless Bites (2 Bites),0,170,0.0
Haycock Elementary,Chickenless Bites (4 Bites),0,61,0.0
Haycock Elementary,Chickpeas - salad bar entree (1/2 cup),0,56,0.0
Haycock Elementary,Chilled Mandarin Oranges (1/4 cup (drained)),0,200,0.0
Haycock Elementary,Chilled Peaches (1/4 cup (drained)),0,38,0.0
Haycock Elementary,Cooked  Brown Rice (1 cup cooked),0,523,0.0
Haycock Elementary,Cooked  Brown Rice (1/2 cup cooked),0,428,0.0
Haycock Elementary,Fat Free Unflavored Shelf-Stable Milk (Each),0,36,0.0
Haycock Elementary,Fish Tacos (2 Tacos),0,25,0.0
Haycock Elementary,Grilled Cheese Sandwich (Sandwich),0,101,0.0
Haycock Elementary,Lettuce Blend Salad Mix (1/2 cup),0,1680,0.0
Haycock Elementary,Mandarin Orange Pepper Fruit Salsa (1 TBSP),0,25,0.0
Haycock Elementary,Marinara Sauce (1/2 cup),0,50,0.0
Haycock Elementary,Nachos with Black Beans and Cheese Sauce (Serving),0,2,0.0
Haycock Elementary,Nachos with Cheese Sauce (Serving),0,201,0.0
Haycock Elementary,Nachos with Turkey Barbacoa and Cheese Sauce (Serving),0,47,0.0
Haycock Elementary,Orange Chicken (4 Bites w/ 1oz sauce),0,144,0.0
Haycock Elementary,Orange Chickenless Bites (4 bites),0,74,0.0
Haycock Elementary,Orange Sauce (ounce),0,55,0.0
Haycock Elementary,"Parfait, Triple Berry (Parfait)",0,156,0.0
Haycock Elementary,Pasta with Meat Sauce (serving),0,42,0.0
Haycock Elementary,"Pasta, Baked Penne (1 cup)",0,9,0.0
Haycock Elementary,"Penne Pasta with Marinara and Beef Meatballs (cup cooked pasta, 1/2c sauce, 5 meatballs)",0,390,0.0
Haycock Elementary,Potato Wedges (7 pieces),0,240,0.0
Haycock Elementary,Red Seedless Grapes (8 grapes per 1/4 cup),0,25,0.0
Haycock Elementary,Roasted Plantains (6 Slices),0,25,0.0
Haycock Elementary,"Salsa, Mild Canned (1.5 oz)",0,30,0.0
Haycock Elementary,"Sandwich, Turkey & Cheese (sandwich)",0,45,0.0
Haycock Elementary,"Sauce, Spicy Mayo (tbsp)",0,10,0.0
Haycock Elementary,Soft Pretzel (1 pretzel),0,134,0.0
Haycock Elementary,Sour Cream (2 Tablespoons),0,55,0.0
Haycock Elementary,Steamed Broccoli (1/2 cup),0,50,0.0
Haycock Elementary,Strawberry & Banana Yogurt Power Pack (Power Packs),0,35,0.0
Haycock Elementary,Tex Mex Corn (1/2 cup),0,45,0.0
Haycock Elementary,Triple Berry Parfait Power Pack (Power Pack),0,101,0.0
Haycock Elementary,Turkey Barbacoa Arepa (1 Arepa + #10 scoop of turkey barbacoa),0,49,0.0
Haycock Elementary,Turkey Pepperoni Pizza (Slice),0,485,0.0
Haycock Elementary,Vegan Burger (Sandwich),0,27,0.0
Haycock Elementary,Whole Wheat Dinner Roll (2 rolls),0,14,0.0
Haycock Elementary,Whole Wheat Dinner Roll (Each),0,20,0.0
Hayfield Elementary,Fat Free White Milk (Each),226,269,84.01486988847584
Hayfield Elementary,1% White Milk (Each),1126,1366,82.43045387994144
Hayfield Elementary,Italian Dressing (1 ounce),255,327,77.98165137614679
Hayfield Elementary,String Cheese (Each),11,16,68.75
Hayfield Elementary,Strawberry Parfait Power Pack (Power Pack),51,75,68.0
Hayfield Elementary,Chickpeas - salad bar entree (1/2 cup),2,3,66.66666666666666
Hayfield Elementary,"Sauce, Spicy Mayo (tbsp)",58,87,66.66666666666666
Hayfield Elementary,Black Beans - salad bar entree (1/2 cup),6,11,54.54545454545454
Hayfield Elementary,Cherry Vanilla Yogurt Power Pack (Power Packs),206,385,53.5064935064935
Hayfield Elementary,Fat Free Chocolate Milk (Each),3478,6934,50.15863859244304
Hayfield Elementary,Egg and American Cheese on English Muffin (Sandwich),2,4,50.0
Hayfield Elementary,Marinara Sauce (1/4 Cup),12,24,50.0
Hayfield Elementary,Nachos with Black Beans and Cheese Sauce (Serving),7,14,50.0
Hayfield Elementary,"Sauce, BBQ, HFCS-Free, Bulk, Low-Sodium (2 TBSP)",132,276,47.82608695652174
Hayfield Elementary,"Peppers, green, pre-sliced (1/2 cup sliced)",116,287,40.41811846689895
Hayfield Elementary,1% Unflavored Shelf-Stable Milk (Each),112,293,38.225255972696246
Hayfield Elementary,"Salsa, Mild Canned (1.5 oz)",11,30,36.666666666666664
Hayfield Elementary,Soft Pretzel (1 pretzel),94,257,36.57587548638132
Hayfield Elementary,Orange Sauce (ounce),23,65,35.38461538461539
Hayfield Elementary,Strawberry & Banana Yogurt Power Pack (Power Packs),93,284,32.74647887323944
Hayfield Elementary,Cheese Quesadilla (Quesadilla),73,238,30.672268907563026
Hayfield Elementary,PB&J Power Pack (Power Packs),397,1347,29.47290274684484
Hayfield Elementary,Ketchup Packet (Packet),783,2849,27.483327483327486
Hayfield Elementary,Whole Wheat Dinner Roll (2 rolls),25,91,27.472527472527474
Hayfield Elementary,Alfredo & Basil Lasagna (Each),5,19,26.31578947368421
Hayfield Elementary,Asian Meatball Sub (sandwich),59,226,26.10619469026549
Hayfield Elementary,Bottled Water (Bottle),59,229,25.76419213973799
Hayfield Elementary,Celery Sticks (1/2 cup),116,451,25.72062084257206
Hayfield Elementary,Chilled Mandarin Oranges (1/2 cup (drained)),24,96,25.0
Hayfield Elementary,Vanilla Sugar Cookie (1/2 Cookie),13,55,23.636363636363637
Hayfield Elementary,Black Beans (1/2 Cup),51,235,21.70212765957447
Hayfield Elementary,Chickenless Bites (4 Bites),41,199,20.603015075376884
Hayfield Elementary,Cheez-Its Crackers (Package),27,132,20.454545454545457
Hayfield Elementary,Orange Tangerine Juice (Each),52,256,20.3125
Hayfield Elementary,Golden Delicious Apple (Each),119,621,19.162640901771336
Hayfield Elementary,Chickenless Bites (2 Bites),34,182,18.681318681318682
Hayfield Elementary,Strawberry Flavored Dried Cranberries (Each),18,97,18.556701030927837
Hayfield Elementary,Breaded  Chicken Patty on a Bun (Sandwich),20,111,18.01801801801802
Hayfield Elementary,Sour Cream (2 Tablespoons),8,45,17.77777777777778
Hayfield Elementary,Nachos with Cheese Sauce (Serving),33,187,17.647058823529413
Hayfield Elementary,Baked Cheese Sticks (2 Cheese Sticks),59,337,17.50741839762611
Hayfield Elementary,Chickpeas (1/2 cup),6,36,16.666666666666664
Hayfield Elementary,Doritos Wild White Nacho Flavored Tortilla Chips (Bag),141,864,16.319444444444446
